"School Number","School Name","LA Code","Local Authority","Sector","Governance - see notes","WM Code","Welsh Medium Type - see notes","School Type","Religious Character","Address 1","Address 2","Address 3","Address 4","Postcode","Phone Number","Pupils - see notes","lon","lat"
6662019,"Ysgol Llanbrynmair",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Llanbrynmair","Powys",NA,NA,"SY19 7DJ","01650 521339",58,-3.6313076,52.611833
6662020,"Llandinam C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llandinam","Powys",NA,NA,"SY17 5BY","01686 688457",47,-3.4343172,52.4854602
6662021,"Ysgol Gynradd Llanfair Caereinion",666,"Powys","Primary","Community","DS","Dual Stream","Infants & Juniors","---","Llanfair Caereinion","Welshpool","Powys",NA,"SY21 0SF","01938 810470",174,-3.3241521,52.6512609
6662033,"Meifod C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Meifod","Powys",NA,NA,"SY22 6DF","01938 500300",73,-3.2540203,52.7120795
6662040,"Penygloddfa C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","School Lane",NA,NA,"Newtown","SY16 2DF","01686 626715",290,-3.3162555,52.5196898
6662041,"Ysgol Pontrobert",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Meifod","Powys",NA,NA,"SY22 6JN","01938 500394",28,-3.3260811,52.6977015
6662044,"Ysgol Dyffryn Trannon",666,"Powys","Primary","Community","DS","Dual Stream","Nursery, Infants & Juniors","---","Trefeglwys","Newtown","Powys",NA,"SY17 5PH","01686 430644",121,-3.5198742,52.5069749
6662048,"Ladywell Green Infants School",666,"Powys","Primary","Community","EM","English medium","Nursery & Infants","---","Newtown","Powys",NA,NA,"SY16 1EG","01686 626303",96,-3.3186876,52.5129468
6662049,"Guilsfield C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Guilsfield","Nr Welshpool","Powys",NA,"SY21 9ND","01938 553979",151,-3.1558521,52.6954894
6662050,"Llanidloes C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llangurig Road","Llanidloes","Powys",NA,"SY18 6EX","01686 412603",283,-3.5458856,52.4434822
6662051,"Buttington Trewern C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Buttington","Welshpool","Powys",NA,"SY21 8TB","01938 570283",156,-3.0709117,52.6858411
6662053,"Brynhafren C.P. School",666,"Powys","Primary","Community","EM","English medium","Infants & Juniors","---","Bryn Hafren",NA,NA,"Shrewsbury","SY5 9BJ","01743 884455",39,-3.0063925,52.7299849
6662054,"Churchstoke C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Churchstoke","Montgomery","Powys",NA,"SY15 6AA","01588 620330",39,-3.0736732,52.5360743
6662056,"Hafren C.P. School",666,"Powys","Primary","Community","EM","English medium","Juniors","---","Park Lane","Newtown","Powys",NA,"SY16 1EG","01686 626143",160,-3.3186876,52.5129468
6662057,"Ysgol Gynradd Llanfyllin",666,"Powys","Primary","Community","DS","Dual Stream","Nursery, Infants & Juniors","---","Llanfyllin","Powys",NA,NA,"SY22 5BJ","01691 648207",153,-3.2705102,52.7618425
6662058,"Ysgol Gynradd Glantwymyn",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Cemmaes Road","Machynlleth","Powys",NA,"SY20 8LX","01650 511394",69,-3.739897,52.6248399
6662059,"Ysgol Pennant",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Penybont Fawr","Oswestry","Salop",NA,"SY10 0PD","01691 860326",70,-3.3425752,52.8070727
6662060,"Maesyrhandir C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Newtown","Powys",NA,NA,"SY16 1LH","01686 626337",193,-3.3268329,52.5048762
6662062,"Treowen C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Newtown","Powys",NA,NA,"SY16 1NH","01686 627569",146,-3.3082834,52.5114856
6662066,"Franksbridge C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Franksbridge","Llandrindod Wells","Powys",NA,"LD1 5SA","01982 570275",38,-3.287111,52.1960054
6662068,"Llanbister C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llanbister","Llandrindod Wells","Powys",NA,"LD1 6TN","01597 840258",41,-3.3036502,52.348531
6662070,"Llandrindod Wells C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Cefnllys Lane","Llandrindod Wells","Powys",NA,"LD1 5WA","01597 822297",251,-3.3717717,52.2394815
6662071,"Llanfihangel Rhydithon C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Dolau","Llandrindod Wells","Powys",NA,"LD1 5TW","01597 851289",35,-3.2399615,52.2997032
6662075,"Presteigne C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Slough Road","Presteigne","Powys",NA,"LD8 2NH","01544 267422",161,-3.0280597,52.2680665
6662076,"Radnor Valley C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","New Radnor","Presteigne","Powys",NA,"LD8 2SS","01544 350203",67,-3.1487751,52.2389829
6662077,"Crossgates C.P. School",666,"Powys","Primary","Community","EW","English with significant Welsh","Nursery, Infants & Juniors","---","Crossgates","Llandrindod Wells","Powys",NA,"LD1 6RE","01597 851667",149,-3.3271551,52.2759928
6662079,"Mount Street C.P. Junior",666,"Powys","Primary","Community","EM","English medium","Juniors","---","Brecon","Powys",NA,NA,"LD3 7LU","01874 622262",145,-3.3901396,51.9488492
6662080,"Mount Street C.P. Infants",666,"Powys","Primary","Community","EM","English medium","Nursery & Infants","---","Rhosferig Road","Brecon","Powys",NA,"LD3 7NG","01874 623038",179,-3.3883175,51.9502257
6662084,"Ysgol Dolafon",666,"Powys","Primary","Community","EW","English with significant Welsh","Nursery, Infants & Juniors","---","Llanwrtyd Wells","Powys",NA,NA,"LD5 4RA","01591 610326",65,-3.6409545,52.1082624
6662089,"Builth Wells C.P. School",666,"Powys","Primary","Community","DS","Dual Stream","Nursery, Infants & Juniors","---","Hospital Road","Builth Wells","Powys",NA,"LD2 3GA","01982 553600",227,-3.4089449,52.1463901
6662092,"Sennybridge C.P. School",666,"Powys","Primary","Community","DS","Dual Stream","Nursery, Infants & Juniors","---","Sennybridge",NA,NA,"Brecon","LD3 8RS","01874 636268",139,-3.5678027,51.9460897
6662113,"Crickhowell C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Crickhowell","Powys",NA,NA,"NP8 1DY","01873 810300",204,-3.1401207,51.8643072
6662115,"Cradoc C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Cradoc","Brecon","Powys",NA,"LD3 9LR","01874 622555",133,-3.4359725,51.9668912
6662116,"Hay-on-Wye C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Oxford Road","Hay-On-Wye","Powys",NA,"HR3 5BT","01497 820339",156,-3.1265384,52.0724188
6662117,"Llangynidr C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llangynidr","Crickhowell","Powys",NA,"NP8 1NY","01874 730681",137,-3.2305886,51.8671512
6662122,"Irfon Valley C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Garth","Llangammarch Wells","Powys",NA,"LD4 4AT","01591 620281",50,-3.5273464,52.1339496
6662125,"Llanfaes C.P. School",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Beilihelig Road","Llanfaes","Brecon","Powys","LD3 8EB","01874 623326",225,-3.400365,51.9445824
6662127,"Ysgol y Bannau",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Penlan","Aberhonddu","Powys",NA,"LD3 9SR","01874 622207",114,-3.3774309,51.9507036
6662129,"Ysgol Rhiw Bechan",666,"Powys","Primary","Community","DS","Dual Stream","Nursery, Infants & Juniors","---","Tregynon","Powys",NA,NA,"SY16 3EH","01686 650303",172,-3.3355354,52.5804211
6662146,"Llanrhaeadr Ym Mochnant C.P. School",666,"Powys","Primary","Community","DS","Dual Stream","Nursery, Infants & Juniors","---","Llanrhaeadr Ym Mochnant","Oswestry","Salop",NA,"SY10 0LG","01691 780352",75,-3.2935716,52.8233549
6662147,"Ysgol Bro Cynllaith",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Llansilin","Oswestry","Salop",NA,"SY10 7QB","01691 791365",29,-3.176463,52.844811
6662148,"Ysgol Dafydd Llwyd",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Plantation Lane","Newtown","Powys",NA,"SY16 1JE","01686 622162",169,-3.3207728,52.5083832
6662149,"Ysgol y Cribarth",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","School Road","Abercrave","Swansea",NA,"SA9 1XD","01639 731500",143,-3.7149569,51.8026341
6662150,"Ysgol Golwg y Cwm",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Hendreladus","Ystradgynlais","Powys",NA,"SA9 1SE","01639 846070",208,-3.7453773,51.7828401
6662151,"Ysgol Bro Tawe",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","Ffordd yr Afon","Ystradgynlais","Swansea",NA,"SA9 1BU","01639 846000",186,-3.7712802,51.7651693
6662152,"Ysgol Gymraeg Dyffryn y Glowyr",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Bethel Road","Lower Cwmtwrch","Swansea",NA,"SA9 2PT","01639 846060",383,-3.7824062,51.773729
6662153,"Ysgol y Mynydd Du",666,"Powys","Primary","Community","EM","English medium","Nursery, Infants & Juniors","---","School Road","Talgarth","Powys",NA,"LD3 0DQ","01874 712860",92,-3.2318816,52.0044555
6662154,"Ysgol Gymraeg y Trallwng",666,"Powys","Primary","Community","WM","Welsh medium","Nursery, Infants & Juniors","---","Red Bank",NA,NA,"Welshpool","SY21 7PW","01938 552005",76,-3.1516433,52.6639927
6663000,"Llanfechain C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Llanfechain","Powys",NA,NA,"SY22 6UQ","01691 828537",39,-3.20239,52.7742478
6663002,"Montgomery C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Montgomery","Powys",NA,NA,"SY15 6QA","01686 668387",107,-3.1457514,52.562562
6663016,"Forden C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Forden","Welshpool","Powys",NA,"SY21 8NE","01938 580334",75,-3.140247,52.6031247
6663021,"Llandysilio C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Four Crosses","Llanymynech","Powys",NA,"SY22 6RB","01691 830339",81,-3.0851468,52.7624471
6663022,"Castle Caereinion Church In Wales School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Castle Caereinion","Welshpool","Powys",NA,"SY21 9AL","01938 850275",31,-3.2383269,52.6409286
6663026,"Gladestry C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Gladestry","Kington","Herefordshire",NA,"HR5 3NR","01544 370207",41,-3.1249698,52.191103
6663030,"Ysgol Trefonnen Church in Wales Community Primary",666,"Powys","Primary","Voluntary controlled","DS","Dual Stream","Nursery, Infants & Juniors","Church in Wales","Trefonnen Lane","Llandrindod Wells","Powys",NA,"LD1 5EB","01597 822190",207,-3.3768041,52.2461532
6663031,"Newbridge-On-Wye Church In Wales School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Newbridge on Wye","Llandrindod Wells","Powys",NA,"LD1 6LD","01597 860273",129,-3.4401822,52.2124154
6663033,"Clyro C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Clyro","Via Hereford",NA,NA,"HR3 5LE","01497 820860",84,-3.1519824,52.0775451
6663035,"Knighton C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Knighton","Powys",NA,NA,"LD7 1HP","01547 528691",226,-3.0429518,52.3418725
6663036,"Rhayader C.I.W. School",666,"Powys","Primary","Voluntary controlled","DS","Dual Stream","Nursery, Infants & Juniors","Church in Wales","Bryntirion","Rhayader","Powys",NA,"LD6 5LT","01597 810288",171,-3.508614,52.3226559
6663037,"Llanelwedd Church In Wales Primary School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Llanelwedd","Builth Wells","Powys",NA,"LD2 3TY","01982 552616",105,-3.3935832,52.155133
6663046,"Llangedwyn C In W Primary School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Llangedwyn",NA,"Oswestry","Salop","SY10 9LD","01691 780264",28,-3.2236972,52.811697
6663050,"Llangors C.I.W. School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Llangorse","Brecon","Powys",NA,"LD3 7TR","01874 658663",155,-3.269842,51.9418199
6663051,"Welshpool Church in Wales Primary School",666,"Powys","Primary","Voluntary controlled","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Severn Road","Welshpool","Powys",NA,"SY21 7AT","01938 552971",318,-3.1433709,52.655518
6663301,"St. Michael's C.I.W. School",666,"Powys","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Kerry","Newtown","Powys",NA,"SY16 4NP","01686 670208",120,-3.2544585,52.5022143
6663303,"Llansantffraid C In W School",666,"Powys","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Treflan","Llansantffraid","Powys",NA,"SY22 6AE","01691 828539",100,-3.1537593,52.7750461
6663316,"Llanbedr C.I.W. (Aided)",666,"Powys","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Llanbedr","Crickhowell","Powys",NA,"NP8 1SR","01873 810619",43,-3.1126949,51.8838799
6663317,"Archdeacon Griffiths C.I.W. Primary School",666,"Powys","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Llyswen","Brecon","Powys",NA,"LD3 0YB","01874 754334",122,-3.2733177,52.0354545
6663318,"Priory Church In Wales School",666,"Powys","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Pendre Close","Brecon","Powys",NA,"LD3 9EU","01874 623549",135,-3.390939,51.9521367
6663320,"St Mary`s R.C. (A) School",666,"Powys","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Roman Catholic","Milford Road","Newtown","Powys",NA,"SY16 2EH","01686 625582",111,-3.3215722,52.5150353
6663322,"Llangattock C.I.W. School",666,"Powys","Primary","Voluntary aided","EM","English medium","Nursery, Infants & Juniors","Church in Wales","Llangattock","Crickhowell","Powys",NA,"NP8 1PH","01873 810608",106,-3.1478584,51.8532754
6664000,"Ysgol Uwchradd Caereinion High School",666,"Powys","Secondary","Community","BB","Bilingual (Type B)","Secondary (ages 11-19)","---","Llanfair Caereinion","Welshpool","Powys",NA,"SY21 0HW","01938 810888",487,-3.3280048,52.6528248
6664001,"Llanfyllin High School",666,"Powys","Secondary","Community","CB","Bilingual (Type C)","Secondary (ages 11-19)","---","Llanfyllin","Powys",NA,NA,"SY22 5BJ","01691 648391",748,-3.2705102,52.7618425
6664002,"Llanidloes High School",666,"Powys","Secondary","Community","EW","English with significant Welsh","Secondary (ages 11-19)","---","Llanidloes","Powys",NA,NA,"SY18 6EX","01686 412289",545,-3.5458856,52.4434822
6664011,"Newtown High School",666,"Powys","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Dolfor Road","Newtown","Powys",NA,"SY16 1JE","01686 626304",1042,-3.3207728,52.5083832
6664013,"Welshpool High School",666,"Powys","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Salop Road","Welshpool","Powys",NA,"SY21 7RE","01938 552014",859,-3.1364161,52.6657336
6664021,"Ysgol Maesydderwen",666,"Powys","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Tudor Street","Ystradgynlais","Swansea",NA,"SA9 1AP","01639 842115",501,-3.7678477,51.7692421
6664022,"Brecon High School",666,"Powys","Secondary","Community","EW","English with significant Welsh","Secondary (ages 11-19)","---","Penlan","Brecon","Powys",NA,"LD3 9SR","01874 622361",477,-3.3774309,51.9507036
6664023,"Gwernyfed High School",666,"Powys","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","Three Cocks","Brecon","Powys",NA,"LD3 0SG","01497 847445",438,-3.2019057,52.0271402
6664024,"Crickhowell High School",666,"Powys","Secondary","Community","EM","English medium","Secondary (ages 11-19)","---","New Road","Crickhowell","Powys",NA,"NP8 1AW","01873 813500",871,-3.1421111,51.8609485
6664025,"Ysgol Calon Cymru",666,"Powys","Secondary","Community","AB","Bilingual (Type A)","Secondary (ages 11-19)","---","College Road",NA,"Builth Wells","Powys","LD2 3BW","01982 553292",1024,-3.4071176,52.151091
